,text,detection,location
870,"Dutch shoes used to be made in a factory machine , until it got clogged up .",1,15
871,The inventor of a hay baling machine made a bundle .,1,10
872,"Even if you ' re on the right track , you ' ll get run over if you just sit there .",1,9
876,"Two antennas met on a roof , fell in love and got married . The ceremony wasn ' t much , but the reception was excellent .",1,24
878,The science teachers broke up because there was no chemistry between them .,1,10
880,Eavesdroppers hear no good of themselves .,1,2
881,How do you find a missing train ? Follow the tracks .,1,11
882,Electric eels have a shocking taste .,1,5
888,The math professor went crazy with the blackboard . He did a number on it .,1,13
890,Do you ever get tired of sleeping ?,1,5
891,I was in a big hurry so I scrambled to make eggs for breakfast .,1,9
895,"I had some back trouble , but it ' s all behind me now .",1,12
898,Badminton players are for the birds .,1,6
900,The untruthful deli clerk was full of baloney .,1,8
901,When neon lights were perfected the inventor was positively glowing .,1,10
902,Why are cats scared of trees ? Because of their bark .,1,11
903,The manufacturers of dynamite do a booming business .,1,7
906,Gardeners like to plant their feet firmly .,1,4
907,One grasshopper told another about eating corn . It went in one ear and out the other .,1,13
908,Did you hear about the guy who planted bullets ? He wanted to see a lot of little shoots .,1,19
910,Pompous male bees are often known to drone on about themselves .,1,8
911,"The parsley farmer couldn ' t pay his child support , so the courts garnished his wages .",1,15
912,She started a new courier business for an express purpose .,1,9
913,She always paints night scenes . Other artists pale by comparison .,1,9
914,Some people like raw meat on rare occasions .,1,7
915,"To a person who is attentive to minutiae : ' ' You ' re certainly observant , even if you ' re not religious . ' '",1,16
917,When he found out that he would visit a real blacksmith he got all fired up .,1,15
918,"The scorpion said to the desert , ' You know , our conversations are always so dry . '",1,17
920,An argument at the Bomb Squad convention ended in a blowup .,1,11
922,"After a day of changing her triplet ' s diapers , the new mother was feeling rather pooped .",1,18
923,You ' ve got more issues than Time magazine .,1,6
924,Saw makers losing money have to make lots of cuts .,1,10
925,When longshoremen show up late for work they get docked .,1,10
937,"I used to be afraid of purchasing residential property for the purpose of renting , but now I have an apartment complex .",1,22
939,Martians welcome . We have space for everyone .,1,6
940,"It ' s not that the man did not know how to juggle , he just didn ' t have the balls to do it .",1,22
941,A small boy swallowed some coins and was taken to a hospital . When his grandmother telephoned to ask how he was a nurse said ' No change yet ' .,1,28
942,"The swimming champion had a stroke in her home , and now she ' s hospitalized .",1,6
943,The landscaper thought gardening magazines were fun to leaf through .,1,9
946,A boy saving up for a car has a lot of driving ambition .,1,12
954,The fish missed the call because he was stuck on the other line .,1,13
957,"My friend came around for dinner . We ate for 20 minutes , then he fainted again .",1,3
958,My friend ' s bakery burned down last night . Now his business is toast .,1,15
960,The roulette dealer had a unique personality . He had a different spin on everything .,1,13
964,Musicians need a leader because they don ' t know how to conduct themselves .,1,13
966,After the six campers were discovered missing from their tents the state police began to canvas the area .,1,16
968,Jumping to conclusions is bad exercise,1,1
969,An accountant for a restaurant has to be sure the books are not cooked .,1,14
970,Unclean joke : I am covered in mud .,1,1
972,"I ' ve finally stopped drinking for good . Now , I just drink for evil .",1,8
973,People who make necklaces may get beady eyes .,1,7
974,Traffic jam is the worst kind of jelly .,1,2
977,"The gravity was so powerful , I couldn ' t stand it .",1,11
979,"I can ' t remember ever getting nits as a kid , although I do have a lousy memory .",1,18
981,"I knew a woman who owned a taser , man was she stunning !",1,13
983,The thought of having no alternative to soap never washed with the inventor of shower gel .,1,10
984,Did you hear about the man who was jabbed in the back with a set of keys ? His back locked up .,1,21
987,The dairy farmer while milking his cow strained his calf in the process .,1,10
989,"If you think guests really enjoy your home movies , you are probably projecting .",1,14
991,My father ' s father wanted to know if he could stay with the company in spite of the many changes . They ended up grandfathering him in .,1,26
992,Getting this job managing a country estate has put me off fried eggs . I ' m a gamekeeper turned poacher .,1,21
993,"Men are like bank accounts . Without a lot of money , they don ' t generate much interest .",1,19
994,Why did the termites eat the wooden barrel ? To stave off hunger .,1,11
996,The intelligent entrepreneur ' s idea for designing catapults meant that his boss was completely thrown .,1,16
998,"A boy told his parents he wanted to raise goats for a living , but he was only kidding .",1,19
999,"A guy went to a costume party dressed as a knife , and he really looked sharp .",1,17
1004,Thieves who steal corn from a garden could be charged with stalking .,1,12
1008,The boxer ' s girlfriend was a knockout .,1,8
1009,A pirate with one hand often picked up the phone . He wanted to get off the hook .,1,18
1010,After he bought a mirror he became very reflective .,1,9
1013,Plumbers often have to tap their natural abilities .,1,5
1014,"He threw snow in his neighbor ' s driveway and shouted , do you get my drift ?",1,17
1016,A prisoner ' s favorite punctuation mark is the period . It marks the end of his sentence .,1,18
1017,"The fence builders were upset with their working conditions , so the started to picket .",1,15
1019,He stomped on his old watch because he had time to kill .,1,12
1020,Those who make sponges get very absorbed in their work .,1,7
1025,"When the butter melted , it was rendered useless .",1,8
1027,"The airlines have become so cash - strapped , they charged me for my emotional baggage .",1,16
1031,What is a man ' s idea of a balanced diet ? Beer in each hand !,1,10
1032,A leak in the back of a boat is a stern warning .,1,11
1034,A politician decided to resign on the day of an eclipse because it was a dark day .,1,16
1035,When the beekeeper moved into town he created quite a buzz .,1,11
1042,Edison thought it would be an illuminating experience .,1,7
1043,The best place for a mathematician is behind a counter .,1,10
1044,I was struggling to figure out how lightning works then it struck me .,1,12
1045,"The man found something to catch fish , which was a net gain .",1,12
1048,Basketball players are always bouncing ideas off each other .,1,5
1049,Some business graphs are full of legend .,1,7
1054,The seed company turfed out my idea for ready made lawn .,1,4
1055,I hate it when motorcyclists hog the road .,1,6
1057,How do you get straight A ' s ? By using a ruler .,1,5
1058,"My mailman should be a comedian , his delivery is perfect !",1,9
1060,"If a judge loves the sound of his own voice , expect a long sentence .",1,15
1061,Two monocles were making love in front of a window and made spectacles of themselves .,1,13
1062,Whenever I go near my bank I get withdrawal symptoms .,1,9
1065,A rock band set up on the exchange floor . They wanted to play the stock market .,1,14
1066,Back when the news was written on clay tablets there was a lot of breaking news .,1,15
1067,When there ' s a sale on tennis balls it ' s first come first serve .,1,16
1068,My job as head chef at a top rated restaurant is in jeopardy because my latest culinary creation was called a recipe for disaster .,1,22
