location	score
14.0	"[[ 1.71386942e-02  1.71386942e-02 -1.62258492e-01 -1.62633566e-01
  -1.71214657e-01 -1.78403509e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 9.31447861e-02  2.34728633e-02 -2.50357126e-02 -2.50357126e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.07484351e-01  1.07484351e-01  6.15494025e-02 -6.20553216e-02
  -7.24871423e-02 -7.86675062e-02 -8.70824770e-02 -1.02823789e-01
  -1.09291942e-01 -1.09291942e-01]
 [ 5.06942176e-01  4.92787010e-01 -1.26330215e-01 -1.26330215e-01
  -1.42634503e-01 -1.62535832e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.33333279e-01  1.33333279e-01  5.13845836e-02  5.13845836e-02
   2.98867563e-02  2.98867563e-02 -1.16019812e-01 -1.16019812e-01
  -1.74335906e-01 -1.74335906e-01]
 [ 2.73862709e-01  2.73862709e-01  1.39687352e-01  1.39687352e-01
   1.22101086e-01  1.22101086e-01  9.41648388e-02  9.41648388e-02
  -1.22555653e-01 -1.22555653e-01]
 [ 7.41040242e-02  7.41040242e-02 -4.49106662e-02 -4.49106662e-02
  -6.88255926e-02 -6.88255926e-02 -7.50108338e-02 -7.50108338e-02
  -7.77750862e-02 -7.77750862e-02]
 [ 3.13349886e-01  2.94454978e-01  1.92689393e-01  1.87821299e-01
  -1.14740485e-01 -1.14740485e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.18042935e-01  4.10039463e-01 -1.15723584e-01 -1.15723584e-01
  -1.66292798e-01 -1.92600043e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.04258800e-01  1.04258800e-01  6.41833938e-02 -2.64898685e-02
  -3.79371626e-02 -4.37306393e-02 -1.04511347e-01 -1.04511347e-01
  -2.14111584e-01 -1.00000000e+00]
 [ 1.33333279e-01  1.33333279e-01  5.13845836e-02  5.13845836e-02
   2.98867563e-02  2.98867563e-02 -1.16019812e-01 -1.16019812e-01
  -1.74335906e-01 -1.74335906e-01]
 [ 6.94051502e-01  6.94051502e-01  2.33268513e-01  2.22737017e-01
   2.22737017e-01  2.19187404e-01  1.85118123e-01  1.42809576e-01
   1.42809576e-01  8.73664950e-02]
 [ 5.60166475e-02  5.60166475e-02 -1.83283132e-02 -3.41889240e-02
  -4.27220221e-02 -6.41798719e-02 -8.35470643e-02 -8.39783962e-02
  -1.13399288e-01 -1.13399288e-01]
 [ 1.43241887e-01  1.41696909e-01  1.02713648e-01  1.35951023e-02
  -4.69151259e-04 -4.17062650e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.27781985e-01  2.11270493e-01  2.01599863e-01  1.75538681e-01
   1.01096943e-01 -3.70955224e-02 -4.02464301e-02 -6.48239373e-02
  -6.48239373e-02 -1.24094144e-01]
 [ 2.02360799e-01  2.02360799e-01  1.74181324e-01  1.70482484e-01
   1.46186378e-01  7.41197929e-02  7.41197929e-02  6.12461633e-03
  -4.10584873e-02 -9.97884025e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
16.0	"[[ 0.23780515  0.12660305  0.12660305 -0.12325423 -0.12325423 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.2433062   0.2433062   0.02523434  0.02523434 -0.03684997 -0.03684997
  -0.06053631 -0.06053631 -0.06214555 -0.06214555]
 [ 0.15071058  0.15061747  0.1126671   0.10640994 -0.05242846 -0.05242846
  -0.06383772 -0.09130258 -0.09507921 -0.18093569]
 [ 0.37921832  0.37921832  0.09974491  0.0974259  -0.02843934 -0.02852685
  -1.         -1.         -1.         -1.        ]
 [-0.00713528 -0.00988847 -0.01483219 -0.01483219 -0.07628238 -0.09451536
  -0.1485308  -0.15347494 -0.17871092 -0.18752211]
 [ 0.63825031  0.4289442   0.42292624  0.41184329  0.40186663  0.33543018
   0.30979603  0.25637134  0.23657923  0.09861097]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.54605261  0.35741956  0.3565792   0.3565792   0.15350297  0.14241598
   0.13497183  0.12066137  0.05831277 -0.00599187]
 [ 0.18782801  0.18782801  0.00194841  0.00194841 -0.05939283 -0.08671712
  -1.         -1.         -1.         -1.        ]
 [ 0.09013425  0.09013425 -0.01834952 -0.05776373 -0.0718504  -0.07527585
  -1.         -1.         -1.         -1.        ]
 [ 0.20919457  0.20919457  0.18031673  0.18031673  0.1745375   0.1745375
   0.12731307  0.10447336 -0.06735473 -0.06735473]
 [ 0.38220772  0.38220772  0.10851956 -0.03385265 -0.03385265 -0.04537319
  -0.04537319 -0.19165616 -0.21129037 -0.23023724]
 [ 0.2433062   0.2433062   0.02523434  0.02523434 -0.03684997 -0.03684997
  -0.06053631 -0.06053631 -0.06214555 -0.06214555]
 [ 0.62302094  0.62302094  0.40167029  0.40167029  0.38778741  0.38059128
   0.3035289   0.3035289   0.09980784  0.08172213]
 [ 0.23130947  0.19154601 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
6.0	"[[ 0.45547974  0.45547974  0.0044179  -0.02086276 -0.02335109 -0.03037355
  -1.         -1.         -1.         -1.        ]
 [ 0.49332826  0.35709787  0.26299484  0.16522274  0.09817444  0.06987489
   0.01513159  0.01513159  0.00345051 -0.11577706]
 [ 0.35065362  0.3367798   0.3367798   0.29651632  0.29015293  0.29015293
   0.24543558  0.22256825  0.22256825  0.13854064]
 [ 0.45547974  0.45547974  0.0044179  -0.02086276 -0.02335109 -0.03037355
  -1.         -1.         -1.         -1.        ]
 [ 0.35887555  0.35887555  0.01999158  0.01368562 -0.16305778 -0.16305778
  -1.         -1.         -1.         -1.        ]
 [ 0.38977272  0.34718517  0.2342747   0.22246821  0.09554642  0.0617669
   0.02176424 -0.04926167 -0.04926167 -0.13008188]
 [ 0.52339961  0.4184146   0.10546556  0.09700613  0.08188105  0.07755049
   0.07439167 -0.05041576 -0.13130066 -0.13130066]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
10.0	"[[ 0.23909907  0.23909907  0.14220103  0.12154977  0.02547543  0.02547543
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.19169004  0.18958664  0.08398807  0.06148665  0.06148665  0.05482488
   0.03982617  0.03592824  0.03460829  0.02343502]
 [ 0.6282377   0.55516886  0.34164372  0.3339415   0.31965397  0.08255142
   0.08255142 -1.         -1.         -1.        ]
 [ 0.59910971  0.4715607   0.45169541  0.44008746  0.35012776  0.35012776
   0.33303544  0.09999423  0.09126806  0.0787457 ]
 [ 0.24138342  0.24083639  0.16603922  0.14585204  0.0571458   0.0571458
  -1.         -1.         -1.         -1.        ]
 [ 0.24197442  0.23038364  0.22798995  0.22798995  0.01903974  0.01903974
  -1.         -1.         -1.         -1.        ]
 [ 0.29970811  0.28092339  0.2808757   0.25624321  0.18276497  0.14810634
   0.13923525  0.11494374  0.07622735  0.07257289]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.53907802  0.42149835  0.15168368  0.14524753  0.1446163   0.13620287
   0.12313049  0.09106585  0.03968346  0.03286538]
 [ 0.6282377   0.55516886  0.34164372  0.3339415   0.31965397  0.08255142
   0.08255142 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
12.0	"[[ 6.36657267e-01  6.20595899e-01  4.40084340e-01  1.91286464e-01
   1.15924500e-01  7.00907007e-02  7.00907007e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.38533223e-01  6.21948470e-01  1.55322736e-01  7.08715815e-02
   6.03912348e-02  6.03912348e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.39488970e-01  2.28034050e-01  2.11896824e-01  1.39695450e-01
   6.56011730e-02  5.32608865e-02  5.07397149e-02  5.07397149e-02
   4.28293464e-02  2.70116570e-02]
 [ 4.64684882e-01  3.92146715e-01  3.54366725e-01  3.54366725e-01
   1.07096747e-01  1.07096747e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.58735874e-01  4.58735874e-01  1.72066327e-01  1.72066327e-01
   1.43473596e-01  1.43473596e-01  1.20663251e-01  1.20663251e-01
  -1.03840448e-01 -1.03840448e-01]
 [ 1.56879617e-01  1.42379077e-01 -7.30819607e-03 -1.00433386e-02
  -1.03118840e-02 -1.05251475e-02 -1.42717055e-02 -3.88815918e-02
  -7.80161788e-02 -7.80161788e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.73664554e-01  6.53730935e-01  4.25100793e-01  1.78651923e-01
   1.06911322e-01  5.90042474e-02  5.90042474e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.13238103e-01  2.85151904e-01  1.95164462e-01  1.77193315e-01
  -1.79428675e-02 -1.79428675e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.51211727e-01  5.51211727e-01  1.61944721e-01  9.97545244e-02
  -7.09467329e-02 -7.09467329e-02 -1.01921169e-01 -1.01921169e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 2.28117896e-01  2.28117896e-01  3.98788670e-02  2.01310010e-02
  -1.23956055e-05 -4.02314370e-02 -4.43094928e-02 -4.43094928e-02
  -7.08228648e-02 -1.20299375e-01]
 [ 3.28596892e-01  3.20783690e-01  6.92289112e-02  6.92289112e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.89808903e-01  2.89808903e-01  1.01750484e-01  1.01750484e-01
   5.40069680e-02  5.40069680e-02 -4.98208795e-02 -4.98208795e-02
  -8.05463967e-02 -8.05463967e-02]
 [ 4.58536224e-01  4.53034102e-01  2.90990052e-01  2.68172919e-01
   2.24277440e-01  5.89549893e-02  5.06391277e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
5.0	"[[ 0.69663953  0.68120132  0.51728525  0.51728525  0.43930918  0.42994906
   0.36637476  0.23466929  0.23466929  0.22431216]
 [ 0.60473294  0.57448946  0.46388353  0.36458658  0.0774782   0.0772912
   0.06687269 -1.         -1.         -1.        ]
 [ 0.47652057  0.47348718  0.46033183  0.24582566  0.24582566 -0.00758828
  -0.00758828 -1.         -1.         -1.        ]
 [ 0.20188002  0.14313062  0.10636108  0.10636108  0.07722887  0.06526474
   0.03635232  0.03635232  0.02470486  0.02470486]
 [ 0.22897583  0.2279189   0.03401614  0.02075379 -0.02094559 -0.02094559
  -0.06237736 -0.06237736 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.70647506  0.59988906  0.48132304  0.09611255  0.07697857  0.06232569
   0.03778692  0.03466891  0.02729718  0.01585572]
 [ 0.6772742   0.6772742   0.24717653  0.17344795  0.16888     0.11298906
   0.03918823  0.02259685  0.01929109  0.01929109]
 [ 0.57957378  0.57957378  0.4454935   0.404403    0.3470735   0.22600292
   0.19293426  0.02780594  0.02780594 -1.        ]
 [ 0.52958127  0.52958127  0.31379139  0.31379139  0.196575    0.196575
   0.07684253  0.07684253  0.01513578  0.01513578]
 [ 0.4949551   0.4949551   0.26752634  0.22534313  0.03103201  0.03103201
  -1.         -1.         -1.         -1.        ]
 [ 0.58368864  0.57674138  0.44653732  0.27257252  0.15310321  0.07759499
   0.07759499 -0.10223326 -0.11685084 -1.        ]
 [ 0.24732678  0.16696777  0.02820966  0.02505743 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.48929916  0.48929916  0.050091    0.050091    0.03898926  0.03898926
   0.01189304  0.01189304 -0.00262024 -0.00262024]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
9.0	"[[ 2.42784973e-01  2.42784973e-01 -3.90083428e-02 -4.47487849e-02
  -6.16881715e-02 -7.86613629e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.67262697e-01  1.58163877e-01 -3.07201259e-02 -3.96507565e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.09778972e-01  2.79709977e-01  1.82409544e-01 -8.20378221e-04
  -8.20378221e-04 -2.62768339e-03 -5.81399656e-03 -9.90121653e-03
  -1.22033703e-02 -2.21758010e-02]
 [ 4.90837570e-01  3.96521266e-01 -2.95340265e-02 -4.61455184e-02
  -7.21234308e-02 -7.21234308e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.13059264e-01  1.44634980e-01  9.26434687e-02  3.09504200e-02
  -3.16533360e-02 -3.16533360e-02 -7.85899802e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.50026495e-01  1.50026495e-01  6.95239209e-03  6.95239209e-03
  -5.16228434e-02 -5.16228434e-02 -6.85057054e-02 -6.85057054e-02
  -8.66633923e-02 -8.66633923e-02]
 [ 4.84197520e-01  4.42493001e-01  3.00235121e-01 -3.66348860e-02
  -3.66348860e-02 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.76306918e-01  1.59879388e-01  1.25943950e-01  1.23230909e-01
   7.39565257e-02  5.93100591e-02  3.36332320e-02  3.36332320e-02
   2.81996250e-02 -1.03281405e-02]
 [ 2.94671078e-01  2.70440838e-01  1.02764314e-01  8.45318403e-02
  -6.23565161e-03 -9.80477356e-03 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.45045639e-01  2.45045639e-01 -1.36411766e-02 -1.36411766e-02
  -2.67890623e-02 -2.67890623e-02 -5.72791725e-02 -8.26427871e-02
  -8.82091948e-02 -1.00000000e+00]
 [ 2.68784629e-01  2.68784629e-01 -2.17449540e-02 -2.27457854e-02
  -3.71998902e-02 -5.10395810e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.22618644e-01  3.50093244e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.87452480e-01  5.86818847e-01  4.97201318e-01  3.23497181e-01
  -4.36016921e-02 -4.36016921e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
19.0	"[[ 0.38684981  0.28759729  0.12854157 -0.0492327  -0.05092355 -0.05170502
  -0.05199309 -0.05283334 -0.06723408 -0.07544387]
 [ 0.38598127  0.38598127  0.0050908  -0.01448641 -0.11047608 -0.11047608
  -1.         -1.         -1.         -1.        ]
 [ 0.53234537  0.53234537  0.16665048  0.16665048  0.15347838  0.15347838
  -0.07239035 -0.07239035 -0.0936132  -0.0936132 ]
 [ 0.35105733  0.35105733  0.02441203  0.00655978 -0.10033819 -0.10033819
  -1.         -1.         -1.         -1.        ]
 [ 0.15274663  0.10222593  0.08120045  0.05678929 -0.12514973 -0.12514973
  -0.13703087 -0.14461357 -1.         -1.        ]
 [ 0.35827891  0.3463806   0.34151829  0.11486089 -0.03025792 -0.04651372
  -0.05219589 -1.         -1.         -1.        ]
 [ 0.38684981  0.28759729  0.12854157 -0.0492327  -0.05092355 -0.05170502
  -0.05199309 -0.05283334 -0.06723408 -0.07544387]
 [ 0.64182753  0.61821213  0.54140035  0.5370125   0.10912078  0.02159052
  -0.14709827 -0.14709827 -1.         -1.        ]
 [ 0.53234537  0.53234537  0.16665048  0.16665048  0.15347838  0.15347838
  -0.07239035 -0.07239035 -0.0936132  -0.0936132 ]
 [ 0.48456265  0.48456265  0.20175141  0.20175141  0.06308705  0.06308705
  -0.04694959 -0.05374443 -0.05374443 -0.06134065]
 [ 0.26867044  0.26529259 -0.02103374 -0.03110023 -0.17603182 -0.17603182
  -1.         -1.         -1.         -1.        ]
 [ 0.14967891  0.13984274 -0.00416425 -0.06302943 -0.06302943 -0.11787865
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.38684981  0.28759729  0.12854157 -0.0492327  -0.05092355 -0.05170502
  -0.05199309 -0.05283334 -0.06723408 -0.07544387]
 [ 0.25928146  0.25677201  0.25443799  0.01893695  0.00332833 -0.03927557
  -0.05362131 -0.06229252 -0.06229252 -0.0678328 ]
 [ 0.38684981  0.28759729  0.12854157 -0.0492327  -0.05092355 -0.05170502
  -0.05199309 -0.05283334 -0.06723408 -0.07544387]
 [ 0.38224473  0.37326884  0.11595625  0.10561797 -0.09238639 -0.09238639
  -1.         -1.         -1.         -1.        ]
 [ 0.40807133  0.3789896   0.07589247 -0.02566172 -0.02566172 -0.02949194
  -1.         -1.         -1.         -1.        ]
 [ 0.25602766  0.22376717  0.21654147  0.20068355  0.17793297  0.16953559
   0.15774805 -1.         -1.         -1.        ]
 [ 0.40634872  0.35826295  0.32977301  0.17444884  0.05184846  0.05184846
   0.03020592  0.00395749  0.00395749 -0.02812782]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
17.0	"[[ 0.4418142   0.26504382  0.2190183  -0.05233186 -0.05233186 -0.16072749
  -0.16072749 -1.         -1.         -1.        ]
 [ 0.5904568   0.57275485  0.40291982  0.1170581   0.05976821  0.05920581
   0.05920581 -1.         -1.         -1.        ]
 [ 0.37163266  0.37163266  0.16053951  0.16053951  0.08838459  0.07781974
  -0.05283744 -0.05283744 -1.         -1.        ]
 [ 0.49136597  0.49136597  0.29915134  0.29915134  0.28138947  0.28138947
   0.11670623  0.11670623  0.00845683  0.00845683]
 [ 0.66078175  0.66078175  0.10847867  0.07261575 -0.06798815 -0.06798815
  -1.         -1.         -1.         -1.        ]
 [ 0.45530382  0.45530382  0.01057306 -0.03660702 -0.06653565 -0.07749054
  -1.         -1.         -1.         -1.        ]
 [ 0.41290633  0.23935331  0.08808157  0.08068231 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.70172516  0.6711833   0.63681533  0.56826914  0.56826914  0.46974021
   0.44323511  0.39790059  0.39790059  0.09036087]
 [ 0.61052743  0.60293344  0.37812944  0.36604595  0.13753367  0.13383922
  -0.05071974 -0.05071974 -1.         -1.        ]
 [ 0.45530382  0.45530382  0.01057306 -0.03660702 -0.06653565 -0.07749054
  -1.         -1.         -1.         -1.        ]
 [ 0.56290264  0.55057569  0.21933504  0.09035221 -0.09762861 -0.09762861
  -1.         -1.         -1.         -1.        ]
 [ 0.44027419  0.41186427  0.37777475  0.35738178  0.31872179  0.31259098
   0.27797799  0.276937    0.276937    0.23685809]
 [ 0.56612132  0.56015775  0.29253049  0.28901773  0.19573662  0.16078679
   0.0542147   0.0542147  -0.03818696 -0.03818696]
 [ 0.37862024  0.37862024  0.04359649 -0.01191426 -0.01199815 -0.0428335
  -0.0428335  -0.05262041 -0.17298037 -0.17298037]
 [ 0.45530382  0.45530382  0.01057306 -0.03660702 -0.06653565 -0.07749054
  -1.         -1.         -1.         -1.        ]
 [ 0.67145768  0.57579922  0.42433331  0.39966451  0.2864231   0.28018878
  -0.20005792 -0.20005792 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
13.0	"[[ 4.24348383e-01  3.87507258e-01  2.93779783e-01  1.53161867e-01
   1.37937469e-01  8.58929193e-02  7.67294295e-02  4.02656343e-02
   2.10756708e-02  2.01993653e-02]
 [ 2.09901646e-01  1.96617496e-01  1.95688808e-01  1.75473596e-01
   3.51578194e-03  3.51578194e-03 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.18869894e-01  4.18869894e-01  2.86299863e-01  2.86299863e-01
   6.28415970e-02  6.28415970e-02  5.76497719e-02  5.76497719e-02
  -4.77107330e-02 -4.77107330e-02]
 [ 4.28861632e-01  4.28861632e-01  2.07247373e-01  2.07247373e-01
   1.36938926e-01  1.30688782e-01  4.41263365e-02  4.41263365e-02
  -3.39378326e-02 -8.63103482e-02]
 [ 2.35299093e-01  1.85356744e-01  1.85356744e-01  1.33055985e-01
   1.07018257e-01  1.07018257e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.18869894e-01  4.18869894e-01  2.86299863e-01  2.86299863e-01
   6.28415970e-02  6.28415970e-02  5.76497719e-02  5.76497719e-02
  -4.77107330e-02 -4.77107330e-02]
 [ 3.10607198e-01  3.02090865e-01  7.30238967e-02  7.29946659e-02
   7.29946659e-02  4.44908259e-02 -6.53045981e-02 -8.15366366e-02
  -9.71794043e-02 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.83020255e-01  3.83020255e-01  4.61661443e-02  4.61661443e-02
  -6.33384101e-03 -6.33384101e-03 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.24348383e-01  3.87507258e-01  2.93779783e-01  1.53161867e-01
   1.37937469e-01  8.58929193e-02  7.67294295e-02  4.02656343e-02
   2.10756708e-02  2.01993653e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.16458443e-01  1.14340915e-01  7.10922033e-02  5.55756233e-02
   2.62622532e-02  1.88322601e-02 -3.20034913e-03 -3.74657668e-02
  -4.16855268e-02 -4.39126386e-02]
 [ 4.03983986e-01  3.75002966e-01  3.66296870e-01  3.63900235e-01
   2.16712529e-01  5.40322499e-02 -6.76512063e-03 -1.46971155e-02
  -5.86660847e-02 -5.86660847e-02]
 [ 2.10450502e-01  1.44687982e-01  8.58925630e-02  8.55309518e-02
   7.21110443e-02  5.85885095e-02  1.95945317e-02  1.95945317e-02
   4.39353953e-04 -5.60853167e-03]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
